TimesheetID,EmployeeID,ProjectID,Date,WorkingHours,OvertimeHours,AttendanceStatus
1290,811,18,2024-08-16,7.0,0.0,Present
1291,491,88,2026-05-11,8.4,0.4,Present
1292,909,96,2024-10-12,9.0,1.0,Present
1293,206,79,2025-11-29,10.0,2.0,Present
1294,130,29,2025-01-29,8.4,0.4,Present
1295,426,29,2026-04-21,9.0,1.0,Present
1296,470,34,2025-08-17,7.1,0.0,Present
1297,983,28,2026-05-17,9.3,1.3,WFH
1298,41,35,2025-12-30,7.7,0.0,Present
1299,966,81,2025-01-21,8.7,0.7,Present
1300,873,43,2024-08-06,6.9,0.0,Present
1301,644,38,2026-01-13,9.5,1.5,Present
1302,131,71,2025-04-01,7.0,0.0,Present
1303,71,68,2025-03-16,6.1,0.0,Present
1304,224,79,2025-07-15,8.6,0.6,Present
1305,892,17,2025-03-17,6.7,0.0,Present
1306,396,43,2026-03-27,7.7,0.0,Present
1307,308,64,2025-12-30,9.5,1.5,Present
1308,861,39,2026-01-28,7.9,0.0,Present
1309,305,48,2025-10-03,8.9,0.9,Present
1310,180,15,2024-10-09,9.2,1.2,Present
1311,453,57,2024-07-16,7.2,0.0,Present
1312,635,71,2025-12-13,8.6,0.6,Present
1313,394,45,2025-05-06,7.1,0.0,Present
1314,830,11,2024-07-08,7.3,0.0,Present
1315,126,78,2026-03-01,8.5,0.5,WFH
1316,309,36,2026-03-01,9.5,1.5,Present
1317,996,60,2024-11-01,8.1,0.1,Present
1318,325,41,2025-06-03,7.4,0.0,Present
1319,916,80,2025-09-03,8.6,0.6,Present
1320,293,12,2025-07-14,9.4,1.4,Present
1321,472,91,2025-07-09,8.0,0.0,Present
1322,335,54,2025-01-07,7.8,0.0,WFH
1323,657,70,2025-05-29,8.2,0.2,Present
1324,566,8,2026-02-22,6.6,0.0,Present
1325,859,13,2025-03-01,6.0,0.0,Present
1326,884,97,2024-10-31,7.2,0.0,Present
1327,695,71,2024-09-28,6.8,0.0,Present
1328,333,52,2025-10-14,9.3,1.3,Present
1329,797,35,2024-07-04,7.3,0.0,Present
1330,590,89,2024-07-05,9.8,1.8,Present
1331,891,91,2024-11-08,7.7,0.0,Present
1332,79,8,2025-10-15,0.0,0.0,Leave
1333,63,97,2025-11-26,8.5,0.5,Present
1334,56,75,2026-02-08,9.9,1.9,Present
1335,55,64,2025-05-31,8.0,0.0,Present
1336,844,64,2024-12-12,7.9,0.0,Present
1337,978,76,2026-03-09,6.4,0.0,Present
1338,814,39,2025-02-01,7.5,0.0,Present
1339,602,46,2024-08-26,8.9,0.9,Present
1340,349,12,2024-07-22,9.8,1.8,Present
1341,234,48,2024-06-27,6.4,0.0,Present
1342,697,54,2024-07-03,6.5,0.0,Present
1343,775,62,2025-09-14,9.3,1.3,Present
1344,198,55,2024-11-30,9.9,1.9,Present
1345,742,27,2026-01-15,6.6,0.0,Present
1346,942,23,2026-03-22,8.9,0.9,Present
1347,458,15,2024-07-17,9.3,1.3,Present
1348,118,63,2026-05-25,6.7,0.0,Present
1349,566,53,2026-05-04,7.4,0.0,Present
1350,200,2,2024-10-10,7.3,0.0,Present
1351,754,13,2026-02-10,9.7,1.7,Present
1352,740,6,2025-07-17,6.5,0.0,Present
1353,975,1,2025-08-18,7.2,0.0,WFH
1354,978,38,2026-04-15,6.1,0.0,Present
1355,390,83,2024-08-19,7.5,0.0,Present
1356,267,75,2024-11-16,6.9,0.0,Present
1357,143,74,2025-07-14,6.9,0.0,Present
1358,383,45,2025-03-09,6.3,0.0,Present
1359,91,80,2024-08-22,6.0,0.0,Present
1360,70,33,2026-05-05,8.6,0.6,Present
1361,9,64,2024-10-11,9.2,1.2,Present
1362,611,58,2025-12-15,8.1,0.1,Present
1363,87,9,2024-07-13,8.1,0.1,WFH
1364,381,50,2025-12-31,6.3,0.0,Present
1365,612,79,2024-12-06,6.8,0.0,Present
1366,15,57,2024-06-19,6.4,0.0,Present
1367,195,14,2026-05-01,8.6,0.6,WFH
1368,776,69,2024-06-18,8.1,0.1,Present
1369,545,12,2024-12-16,9.0,1.0,Present
1370,206,73,2026-02-18,7.5,0.0,Present
1371,871,58,2025-07-21,9.5,1.5,Present
1372,816,36,2025-04-10,7.2,0.0,Present
1373,894,57,2024-06-19,9.3,1.3,Present
1374,80,69,2024-11-30,7.3,0.0,Present
1375,34,32,2026-03-25,8.5,0.5,Present
1376,194,49,2026-05-10,7.8,0.0,Present
1377,845,69,2025-12-26,0.0,0.0,Leave
1378,261,35,2024-08-17,9.6,1.6,WFH
1379,847,73,2025-03-25,6.2,0.0,Present
1380,497,13,2025-09-12,8.2,0.2,Present
1381,793,60,2024-09-11,7.1,0.0,Present
1382,714,51,2024-08-16,8.3,0.3,Present
1383,721,38,2026-05-13,7.4,0.0,Present
1384,34,44,2026-01-06,7.5,0.0,Present
1385,382,80,2025-11-10,6.3,0.0,WFH
1386,679,17,2026-02-11,8.8,0.8,WFH
1387,445,73,2025-12-12,8.2,0.2,Present
1388,445,45,2026-03-20,6.9,0.0,Present
1389,39,14,2025-03-20,9.5,1.5,Present
1390,336,6,2024-10-17,8.8,0.8,Present
1391,154,30,2025-07-28,7.4,0.0,Present
1392,909,53,2025-08-12,9.0,1.0,Present
1393,620,79,2025-01-16,6.4,0.0,WFH
1394,837,68,2025-04-24,6.3,0.0,Present
1395,927,88,2026-03-17,8.1,0.1,WFH
1396,679,63,2024-09-02,7.8,0.0,Present
1397,47,46,2025-06-13,9.0,1.0,Present
1398,850,90,2025-10-22,0.0,0.0,Leave
1399,34,44,2025-10-06,8.3,0.3,Present
1400,299,29,2025-12-28,8.9,0.9,Present
1401,85,18,2026-02-23,0.0,0.0,Leave
1402,34,14,2025-11-12,6.7,0.0,Present
1403,684,62,2026-04-07,8.5,0.5,Present
1404,389,65,2025-06-23,8.1,0.1,Present
1405,219,21,2024-12-06,6.7,0.0,Present
1406,643,21,2026-01-11,8.2,0.2,Present
1407,635,33,2024-11-28,7.1,0.0,Present
1408,497,84,2026-06-04,9.7,1.7,Present
1409,477,88,2024-12-12,7.1,0.0,Present
1410,311,52,2024-10-08,6.6,0.0,Present
1411,335,4,2025-06-21,9.2,1.2,Present
1412,822,64,2025-12-31,6.6,0.0,Present
1413,228,1,2025-04-14,9.0,1.0,Present
1414,94,35,2025-11-26,6.8,0.0,Present
1415,494,62,2026-04-15,8.7,0.7,Present
1416,899,35,2026-05-15,8.0,0.0,Present
1417,865,25,2025-11-26,8.4,0.4,Present
1418,270,92,2025-02-01,7.6,0.0,Present
1419,206,33,2025-12-24,0.0,0.0,Leave
1420,900,75,2024-12-03,9.9,1.9,Present
1421,90,65,2025-10-09,6.8,0.0,Present
1422,726,72,2025-11-09,7.9,0.0,Present
1423,557,12,2025-07-22,7.1,0.0,WFH
1424,859,63,2026-04-01,9.8,1.8,WFH
1425,860,34,2025-02-25,9.7,1.7,Present
1426,821,53,2025-09-24,6.4,0.0,Present
1427,318,70,2024-12-17,7.9,0.0,Present
1428,981,68,2025-05-26,0.0,0.0,Leave
1429,282,14,2025-04-25,6.4,0.0,Present
1430,185,67,2025-08-02,8.8,0.8,WFH
1431,678,75,2024-10-11,9.8,1.8,Present
1432,971,74,2025-01-02,6.5,0.0,WFH
1433,449,29,2026-02-21,8.7,0.7,WFH
1434,293,55,2024-11-30,8.8,0.8,Present
1435,780,86,2025-01-19,7.5,0.0,WFH
1436,938,51,2025-02-14,7.4,0.0,Present
1437,101,1,2024-12-01,8.8,0.8,Present
1438,559,77,2026-01-29,7.8,0.0,Present
1439,635,70,2024-11-12,8.6,0.6,Present
1440,392,28,2026-05-15,6.0,0.0,WFH
1441,545,20,2024-08-28,8.5,0.5,Present
1442,284,27,2025-10-03,10.0,2.0,Present
1443,734,71,2026-05-03,7.3,0.0,Present
1444,789,24,2025-04-22,6.7,0.0,WFH
1445,914,97,2026-05-22,8.2,0.2,Present
1446,522,44,2024-10-12,6.4,0.0,Present
1447,765,51,2025-12-19,7.0,0.0,Present
1448,496,12,2024-07-14,9.9,1.9,Present
1449,216,30,2024-06-15,9.9,1.9,Present
1450,137,3,2026-02-09,9.6,1.6,Present
1451,671,70,2025-10-24,7.2,0.0,Present
1452,52,13,2026-05-29,6.5,0.0,Present
1453,289,66,2024-09-15,7.2,0.0,Present
1454,608,2,2025-11-23,6.0,0.0,Present
1455,103,22,2024-11-30,8.9,0.9,Present
1456,941,93,2026-05-10,0.0,0.0,Leave
1457,870,21,2025-06-02,9.3,1.3,Present
1458,908,44,2025-10-16,8.0,0.0,Present
1459,40,19,2024-11-13,9.0,1.0,Present
1460,406,23,2026-04-03,9.8,1.8,Present
1461,677,94,2024-10-17,7.9,0.0,WFH
1462,307,33,2024-08-29,0.0,0.0,Leave
1463,411,25,2025-09-14,10.0,2.0,WFH
1464,93,85,2024-10-01,0.0,0.0,Leave
1465,117,78,2026-04-21,6.6,0.0,Present
1466,280,39,2024-10-17,9.3,1.3,WFH
1467,585,81,2026-05-26,8.2,0.2,Present
1468,687,58,2026-05-21,6.5,0.0,Present
1469,928,28,2025-12-09,9.6,1.6,Present
1470,896,68,2024-09-09,6.8,0.0,Present
1471,579,74,2025-10-01,0.0,0.0,Leave
1472,53,83,2025-04-21,0.0,0.0,Leave
1473,987,19,2024-12-11,8.3,0.3,Present
1474,675,86,2025-05-13,7.6,0.0,Present
1475,264,2,2025-08-28,9.4,1.4,Present
1476,353,42,2024-12-02,8.8,0.8,Present
1477,663,16,2026-03-02,8.1,0.1,Present
1478,829,73,2026-03-22,6.7,0.0,WFH
1479,464,30,2025-11-12,6.7,0.0,Present
1480,933,85,2026-06-04,9.5,1.5,Present
1481,832,77,2025-02-26,9.0,1.0,Present
1482,503,84,2025-02-02,9.7,1.7,Present
1483,106,52,2026-02-22,7.4,0.0,Present
1484,966,50,2026-05-03,0.0,0.0,Leave
1485,363,53,2025-11-01,6.5,0.0,Present
1486,930,65,2026-02-06,7.0,0.0,Present
1487,812,83,2024-10-12,7.8,0.0,Present
1488,779,99,2026-01-27,9.7,1.7,Present
1489,853,87,2025-10-28,9.3,1.3,Present
1490,270,80,2026-02-12,6.2,0.0,Present
1491,398,83,2026-01-07,9.9,1.9,Present
1492,369,59,2025-03-12,9.8,1.8,Present
1493,583,14,2026-05-14,8.5,0.5,Present
1494,312,98,2024-09-30,6.5,0.0,Present
1495,177,68,2026-01-13,9.5,1.5,Present
1496,39,54,2026-02-09,7.7,0.0,Present
1497,526,60,2026-06-05,9.4,1.4,Present
1498,910,9,2025-05-03,0.0,0.0,Leave
1499,614,67,2025-10-14,7.3,0.0,WFH
1500,456,31,2025-09-20,9.9,1.9,Present
1501,475,8,2024-11-19,9.0,1.0,Present
1502,44,58,2025-10-15,8.5,0.5,Present
1503,254,91,2025-09-19,7.3,0.0,Present
1504,688,75,2026-04-02,0.0,0.0,Leave
1505,117,4,2026-02-23,9.4,1.4,Present
1506,321,47,2025-03-09,8.0,0.0,Present
1507,475,30,2025-11-22,8.6,0.6,Present
1508,458,94,2024-11-04,9.7,1.7,Present
1509,408,45,2025-07-16,9.4,1.4,Present
1510,366,70,2025-08-29,9.3,1.3,WFH
1511,526,52,2024-10-31,7.6,0.0,Present
1512,966,57,2025-06-10,8.5,0.5,Present
1513,980,66,2025-11-19,6.8,0.0,WFH
1514,860,97,2026-05-06,7.9,0.0,WFH
1515,449,4,2026-04-09,6.3,0.0,Present
1516,131,55,2025-10-10,6.8,0.0,Present
1517,941,3,2025-08-19,6.1,0.0,WFH
1518,151,63,2025-04-08,9.8,1.8,Present
1519,128,5,2024-11-21,8.2,0.2,Present
1520,38,28,2024-06-29,8.3,0.3,Present
1521,864,58,2025-03-24,9.3,1.3,WFH
1522,82,18,2024-09-22,8.9,0.9,Present
1523,470,38,2026-03-03,0.0,0.0,Leave
1524,743,64,2025-02-01,6.9,0.0,Present
1525,599,38,2025-11-29,9.6,1.6,WFH
1526,392,6,2024-12-30,6.1,0.0,WFH
1527,127,93,2025-08-14,9.4,1.4,Present
1528,306,19,2026-03-24,8.8,0.8,Present
1529,44,31,2024-08-14,7.1,0.0,Present
1530,841,23,2024-11-12,9.6,1.6,Present
1531,745,33,2024-11-28,6.9,0.0,Present
1532,176,97,2025-04-30,6.9,0.0,Present
1533,208,81,2025-07-16,8.0,0.0,WFH
1534,670,71,2026-04-30,9.3,1.3,Present
1535,810,27,2025-11-24,9.1,1.1,Present
1536,959,33,2025-02-20,7.6,0.0,Present
1537,720,11,2024-07-02,6.5,0.0,WFH
1538,624,50,2026-06-11,0.0,0.0,Leave
1539,851,41,2026-05-30,0.0,0.0,Leave
1540,566,5,2025-12-21,7.9,0.0,WFH
1541,592,84,2025-12-16,9.8,1.8,Present
1542,109,29,2024-12-16,7.7,0.0,Present
1543,448,48,2024-12-19,7.9,0.0,Present
1544,402,51,2025-12-22,10.0,2.0,Present
1545,476,80,2025-12-31,7.6,0.0,Present
1546,874,85,2026-02-10,9.0,1.0,Present
1547,840,58,2026-03-10,8.9,0.9,Present
1548,405,23,2024-07-01,9.7,1.7,Present
1549,818,49,2024-12-16,9.3,1.3,Present
1550,902,52,2025-07-16,8.3,0.3,Present
1551,512,73,2024-11-12,8.0,0.0,WFH
1552,339,52,2026-03-07,6.8,0.0,Present
1553,177,49,2024-10-30,9.6,1.6,Present
1554,487,3,2024-09-04,7.4,0.0,Present
1555,252,82,2025-05-23,8.2,0.2,Present
1556,328,98,2024-11-16,0.0,0.0,Leave
1557,342,88,2025-12-08,7.0,0.0,Present
1558,83,92,2024-10-09,9.6,1.6,Present
1559,727,39,2024-10-13,8.5,0.5,Present
1560,260,37,2025-11-14,8.6,0.6,WFH
1561,235,64,2024-08-01,6.0,0.0,Present
1562,168,9,2025-02-26,0.0,0.0,Leave
1563,901,68,2026-03-02,7.6,0.0,Present
1564,971,37,2024-09-18,6.3,0.0,Present
1565,531,91,2025-05-27,7.9,0.0,Present
1566,117,43,2025-05-24,9.9,1.9,Present
1567,926,82,2025-09-22,8.9,0.9,Present
1568,164,42,2025-01-21,8.6,0.6,Present
1569,454,68,2025-09-02,8.0,0.0,Present
1570,231,75,2024-12-04,6.8,0.0,Present
1571,881,72,2025-10-10,6.9,0.0,Present
1572,931,29,2025-06-03,9.1,1.1,WFH
1573,637,38,2025-09-22,7.6,0.0,Present
1574,272,82,2025-02-08,7.6,0.0,Present
1575,896,29,2025-06-27,7.2,0.0,WFH
1576,269,34,2026-03-15,7.5,0.0,Present
1577,864,52,2025-11-07,9.7,1.7,Present
1578,35,71,2026-03-21,9.7,1.7,WFH
1579,860,85,2024-12-22,6.3,0.0,Present
1580,140,11,2026-04-17,9.4,1.4,Present
1581,354,8,2026-05-12,9.6,1.6,Present
1582,168,71,2024-08-12,9.5,1.5,Present
1583,168,54,2024-06-19,6.9,0.0,Present
1584,938,53,2025-07-13,9.7,1.7,Present
1585,249,46,2025-07-07,0.0,0.0,Leave
1586,604,5,2025-08-26,7.2,0.0,Present
1587,226,90,2025-07-23,7.8,0.0,Present
1588,216,61,2026-05-26,6.7,0.0,Present
1589,833,31,2024-08-18,9.3,1.3,Present
1590,873,92,2025-05-21,9.0,1.0,Present
1591,830,59,2025-12-02,6.7,0.0,Present
1592,61,49,2024-10-07,9.2,1.2,Present
1593,533,67,2024-12-07,6.1,0.0,WFH
1594,383,83,2025-09-15,9.6,1.6,Present
1595,892,53,2024-06-17,7.8,0.0,Present
1596,929,78,2024-08-29,7.8,0.0,Present
1597,984,35,2025-08-06,9.5,1.5,Present
1598,890,21,2025-10-09,6.2,0.0,Present
1599,984,37,2025-03-01,7.5,0.0,Present
1600,636,92,2025-12-14,8.4,0.4,Present
1601,500,52,2025-03-03,9.4,1.4,WFH
1602,320,20,2026-05-21,9.5,1.5,Present
1603,704,57,2025-08-20,7.6,0.0,Present
1604,132,84,2026-03-05,0.0,0.0,Leave
1605,869,9,2024-11-05,6.6,0.0,WFH
1606,75,37,2026-06-06,7.9,0.0,Present
1607,999,79,2026-03-26,8.5,0.5,Present
1608,879,73,2026-06-08,9.6,1.6,Present
1609,328,50,2025-04-09,8.7,0.7,Present
1610,661,89,2026-05-03,7.8,0.0,Present
1611,930,37,2025-04-30,6.6,0.0,Present
1612,373,93,2025-05-08,9.1,1.1,Present
1613,513,20,2026-03-25,6.5,0.0,Present
1614,833,41,2025-03-06,9.2,1.2,Present
1615,295,100,2025-11-21,8.1,0.1,Present
1616,76,36,2026-03-27,8.8,0.8,Present
1617,651,36,2025-12-08,8.2,0.2,Present
1618,822,58,2024-10-16,9.7,1.7,Present
1619,597,35,2025-02-01,0.0,0.0,Leave
1620,657,79,2024-12-26,9.8,1.8,Present
1621,979,42,2026-03-08,9.9,1.9,Present
1622,851,15,2025-06-05,6.2,0.0,Present
1623,66,93,2025-07-25,9.5,1.5,WFH
1624,716,100,2025-11-07,8.2,0.2,Present
1625,289,42,2025-11-19,7.5,0.0,WFH
1626,630,48,2026-02-22,9.6,1.6,Present
1627,386,10,2025-04-20,8.2,0.2,Present
1628,174,50,2026-04-05,7.6,0.0,Present
1629,370,67,2025-10-14,8.3,0.3,Present
1630,256,8,2025-10-05,7.3,0.0,Present
1631,509,2,2025-07-14,10.0,2.0,Present
1632,787,59,2025-08-05,9.5,1.5,Present
1633,769,16,2024-09-02,7.7,0.0,WFH
1634,170,5,2025-01-30,6.2,0.0,Present
1635,882,93,2024-12-02,6.6,0.0,Present
1636,924,37,2025-03-05,7.7,0.0,WFH
1637,769,89,2025-11-07,8.0,0.0,WFH
1638,566,19,2025-08-02,9.2,1.2,WFH
1639,835,43,2025-01-10,8.2,0.2,WFH
1640,309,36,2025-01-06,6.2,0.0,WFH
1641,866,36,2025-09-03,6.5,0.0,Present
1642,67,48,2024-08-29,6.0,0.0,Present
1643,931,65,2025-10-31,6.7,0.0,Present
1644,70,51,2026-01-17,9.7,1.7,Present
1645,110,91,2026-02-18,9.3,1.3,Present
1646,600,50,2025-11-12,9.1,1.1,Present
1647,172,48,2025-09-24,7.4,0.0,Present
1648,794,58,2025-08-29,8.2,0.2,WFH
1649,389,80,2024-11-20,9.1,1.1,Present
1650,404,22,2024-10-31,8.6,0.6,Present
1651,23,30,2025-12-26,6.8,0.0,WFH
1652,670,78,2026-05-17,7.7,0.0,Present
1653,124,90,2025-06-13,8.4,0.4,Present
1654,258,1,2024-07-15,9.2,1.2,Present
1655,135,35,2026-01-10,8.1,0.1,Present
1656,579,48,2024-08-11,6.6,0.0,Present
1657,158,10,2024-10-31,8.8,0.8,Present
1658,734,25,2024-12-03,7.3,0.0,WFH
1659,382,24,2025-08-27,6.9,0.0,Present
1660,323,95,2024-09-19,7.1,0.0,Present
1661,585,16,2024-09-27,6.3,0.0,Present
1662,192,84,2024-12-09,6.7,0.0,Present
1663,580,24,2025-09-24,7.0,0.0,Present
1664,895,52,2026-05-21,7.7,0.0,Present
1665,528,46,2025-04-15,8.3,0.3,Present
1666,337,63,2026-04-28,6.3,0.0,Present
1667,413,64,2025-06-14,9.0,1.0,Present
1668,669,62,2024-08-02,9.5,1.5,Present
1669,218,30,2024-10-27,9.4,1.4,Present
1670,264,23,2025-12-27,7.1,0.0,Present
1671,185,90,2025-01-03,6.9,0.0,Present
1672,235,11,2024-07-26,8.4,0.4,Present
1673,893,78,2024-09-19,8.7,0.7,Present
1674,907,74,2024-10-06,6.8,0.0,Present
1675,399,60,2025-01-08,9.2,1.2,Present
1676,752,12,2025-09-04,6.8,0.0,Present
1677,633,5,2025-05-16,6.7,0.0,Present
1678,219,88,2026-03-20,9.4,1.4,Present
1679,34,5,2026-01-27,6.7,0.0,Present
1680,188,97,2025-04-10,10.0,2.0,WFH
1681,502,93,2025-09-11,9.2,1.2,Present
1682,443,89,2024-12-26,7.3,0.0,Present
1683,329,24,2024-10-28,8.7,0.7,Present
1684,239,95,2024-12-10,6.3,0.0,Present
1685,552,34,2025-10-26,0.0,0.0,Leave
1686,953,80,2025-12-26,7.1,0.0,WFH
1687,320,17,2025-12-25,7.9,0.0,Present
1688,959,93,2025-04-05,8.2,0.2,WFH
1689,150,28,2025-10-08,8.4,0.4,Present
1690,371,24,2024-08-17,8.1,0.1,Present
1691,295,29,2024-08-24,7.0,0.0,Present
1692,139,85,2024-11-04,8.7,0.7,Present
1693,861,91,2026-06-11,8.2,0.2,Present
1694,903,82,2025-01-07,7.3,0.0,Present
1695,598,45,2025-06-10,6.7,0.0,Present
1696,303,64,2025-06-08,9.7,1.7,Present
1697,48,87,2025-10-22,9.5,1.5,Present
1698,220,100,2026-03-03,6.1,0.0,Present
1699,514,42,2024-08-18,7.9,0.0,Present
1700,610,89,2025-05-30,7.1,0.0,Present
1701,584,49,2026-05-13,9.7,1.7,WFH
1702,33,41,2025-10-13,7.7,0.0,Present
1703,505,5,2024-12-12,6.4,0.0,Present
1704,263,80,2025-12-11,7.6,0.0,Present
1705,856,79,2025-07-09,6.8,0.0,Present
1706,932,86,2024-10-08,9.4,1.4,Present
1707,656,86,2024-10-24,6.7,0.0,Present
1708,891,40,2025-10-25,6.8,0.0,WFH
1709,980,57,2025-05-19,0.0,0.0,Leave
1710,629,57,2025-05-23,9.6,1.6,Present
1711,644,57,2024-12-13,0.0,0.0,Leave
1712,867,54,2026-05-03,8.6,0.6,Present
1713,600,43,2026-05-14,9.0,1.0,Present
1714,728,31,2024-09-19,8.1,0.1,Present
1715,981,74,2026-04-06,8.1,0.1,Present
1716,525,37,2025-04-27,9.4,1.4,Present
1717,936,8,2026-03-20,9.6,1.6,Present
1718,957,17,2025-09-25,7.2,0.0,WFH
1719,887,72,2025-01-11,6.4,0.0,Present
1720,416,24,2025-08-20,6.1,0.0,Present
1721,863,57,2026-03-07,7.8,0.0,Present
1722,934,86,2024-08-09,6.1,0.0,WFH
1723,788,62,2025-03-23,9.5,1.5,Present
1724,969,20,2025-04-03,7.1,0.0,Present
1725,731,47,2025-07-31,8.3,0.3,WFH
1726,25,74,2024-07-02,8.8,0.8,Present
1727,858,11,2024-06-29,8.1,0.1,Present
1728,482,47,2025-07-02,8.2,0.2,Present
1729,447,67,2025-11-21,9.0,1.0,Present
1730,434,67,2025-03-05,6.2,0.0,WFH
1731,129,96,2025-11-22,9.9,1.9,Present
1732,984,86,2024-12-11,6.3,0.0,Present
1733,463,2,2025-01-20,9.9,1.9,WFH
1734,586,68,2025-01-06,7.9,0.0,Present
1735,318,94,2026-01-13,8.5,0.5,Present
1736,943,31,2026-04-09,8.7,0.7,Present
1737,726,65,2026-05-27,9.5,1.5,WFH
1738,871,98,2024-07-11,7.2,0.0,Present
1739,730,1,2025-07-13,9.3,1.3,Present
1740,820,64,2025-09-03,6.4,0.0,Present
1741,666,99,2026-06-08,9.1,1.1,Present
1742,195,39,2025-10-11,9.8,1.8,Present
1743,425,85,2024-07-27,6.0,0.0,Present
1744,859,28,2026-04-14,8.4,0.4,Present
1745,625,91,2025-01-24,8.7,0.7,Present
1746,679,4,2025-05-12,6.4,0.0,Present
1747,177,78,2025-03-10,7.0,0.0,Present
1748,638,90,2024-06-20,7.0,0.0,Present
1749,113,22,2025-08-13,9.0,1.0,Present
1750,906,66,2025-09-08,9.2,1.2,Present
1751,327,77,2026-03-31,8.4,0.4,Present
1752,795,96,2025-04-04,6.0,0.0,Present
1753,27,27,2025-09-06,7.4,0.0,Present
1754,790,9,2024-09-11,6.2,0.0,Present
1755,803,2,2025-06-29,7.2,0.0,Present
1756,366,40,2024-12-14,9.5,1.5,Present
1757,46,77,2026-05-05,7.1,0.0,Present
1758,105,9,2024-11-20,0.0,0.0,Leave
1759,772,14,2024-11-22,7.0,0.0,Present
1760,458,72,2026-04-01,8.1,0.1,Present
1761,662,11,2024-10-09,9.7,1.7,Present
1762,462,36,2026-01-03,6.2,0.0,Present
1763,675,32,2024-06-13,8.5,0.5,Present
1764,929,14,2026-01-26,9.5,1.5,Present
1765,443,44,2026-01-25,8.1,0.1,Present
1766,134,16,2025-01-07,7.7,0.0,Present
1767,884,95,2024-06-18,8.2,0.2,Present
1768,411,75,2024-07-04,8.3,0.3,Present
1769,469,6,2024-10-02,8.9,0.9,WFH
1770,354,4,2025-08-02,8.4,0.4,WFH
1771,890,64,2025-04-21,8.0,0.0,Present
1772,322,24,2024-09-18,0.0,0.0,Leave
1773,143,52,2024-12-09,6.8,0.0,Present
1774,518,50,2024-12-13,9.3,1.3,WFH
1775,714,57,2025-09-29,8.3,0.3,Present
1776,958,22,2025-05-02,7.6,0.0,Present
1777,74,88,2024-12-09,6.6,0.0,Present
1778,398,50,2025-06-27,9.9,1.9,Present
1779,535,81,2025-01-28,6.6,0.0,Present
1780,244,81,2025-12-29,9.8,1.8,Present
1781,608,80,2026-02-27,8.4,0.4,Present
1782,591,73,2024-09-01,8.8,0.8,Present
1783,192,76,2024-12-03,8.9,0.9,Present
1784,355,82,2025-12-14,6.3,0.0,Present
1785,673,10,2025-01-01,8.7,0.7,Present
1786,199,88,2025-04-16,9.4,1.4,Present
1787,709,63,2025-12-19,7.6,0.0,Present
1788,390,91,2025-04-30,7.7,0.0,Present
1789,586,13,2024-07-08,6.9,0.0,Present
1790,892,73,2025-05-15,0.0,0.0,Leave
1791,67,35,2024-12-30,6.7,0.0,Present
1792,976,68,2024-09-19,9.3,1.3,Present
1793,562,98,2026-03-07,7.5,0.0,Present
1794,193,16,2026-03-30,8.7,0.7,WFH
1795,136,93,2025-06-26,8.0,0.0,Present
1796,333,28,2024-08-23,9.8,1.8,Present
1797,686,92,2025-01-02,8.6,0.6,Present
1798,222,9,2025-07-24,8.6,0.6,Present
1799,642,89,2024-09-13,6.9,0.0,Present
1800,736,78,2025-01-02,0.0,0.0,Leave
1801,614,100,2025-07-05,8.7,0.7,WFH
1802,840,79,2025-06-18,8.1,0.1,Present
1803,277,48,2025-08-28,7.4,0.0,Present
1804,667,40,2025-07-27,8.6,0.6,Present
1805,303,92,2025-05-06,7.3,0.0,Present
1806,612,20,2025-02-18,9.6,1.6,Present
1807,850,96,2025-06-10,9.3,1.3,WFH
1808,882,83,2025-06-22,9.8,1.8,Present
1809,511,21,2024-12-13,9.1,1.1,Present
1810,519,17,2024-09-30,6.8,0.0,Present
1811,34,100,2024-11-01,6.8,0.0,Present
1812,36,9,2024-11-03,9.3,1.3,Present
1813,457,28,2024-12-10,7.5,0.0,Present
1814,230,98,2025-07-31,7.6,0.0,Present
1815,952,13,2026-06-10,9.0,1.0,Present
1816,61,49,2025-10-13,9.8,1.8,WFH
1817,782,63,2025-11-26,6.2,0.0,Present
1818,82,89,2024-07-10,7.6,0.0,Present
1819,828,28,2024-10-02,8.9,0.9,Present
1820,579,38,2024-10-25,6.6,0.0,Present
1821,432,64,2025-04-28,8.2,0.2,Present
1822,388,78,2026-02-15,7.7,0.0,Present
1823,240,69,2026-03-25,7.3,0.0,Present
1824,961,4,2026-06-08,7.7,0.0,Present
1825,134,58,2025-05-31,9.3,1.3,WFH
1826,69,99,2025-10-08,7.5,0.0,WFH
1827,631,40,2025-09-30,9.1,1.1,WFH
1828,399,69,2024-12-16,6.8,0.0,Present
1829,64,94,2026-02-25,9.8,1.8,Present
1830,677,86,2025-04-17,8.1,0.1,Present
1831,295,92,2025-09-19,8.3,0.3,Present
1832,593,51,2025-07-24,6.5,0.0,Present
1833,226,24,2025-11-06,6.2,0.0,Present
1834,50,51,2024-12-11,6.6,0.0,Present
1835,762,25,2025-10-28,9.4,1.4,Present
1836,346,96,2025-09-12,7.4,0.0,Present
1837,346,23,2026-01-23,0.0,0.0,Leave
1838,613,26,2025-03-04,8.7,0.7,Present
1839,217,90,2026-01-20,9.8,1.8,Present
1840,5,45,2026-05-27,9.1,1.1,Present
1841,94,50,2025-03-22,6.6,0.0,WFH
1842,434,48,2024-06-19,9.6,1.6,Present
